Vulnerability ID,Summary Text,Base Score,Exploitability Score,Impact Score,CWE ID,Bugzilla Links
CVE-2015-2728,"The IndexedDatabaseManager class in the IndexedDB implementation in Mozilla Firefox before 39.0 and Firefox ESR 31.x before 31.8 and 38.x before 38.1 misinterprets an unspecified IDBDatabase field as a pointer, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via unspecified vectors, related to a ""type confusion"" issue.",7.5,10.0,6.4,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1142210
CVE-2015-4480,Integer overflow in the stagefright::SampleTable::isValid function in libstagefright in Mozilla Firefox before 40.0 and Firefox ESR 38.x before 38.2 allows remote attackers to execute arbitrary code via crafted MPEG-4 video data with H.264 encoding.,9.3,8.6,10.0,CWE-189,https://bugzilla.mozilla.org/show_bug.cgi?id=1144107
CVE-2015-0818,"Mozilla Firefox before 36.0.4, Firefox ESR 31.x before 31.5.3, and SeaMonkey before 2.33.1 allow remote attackers to bypass the Same Origin Policy and execute arbitrary JavaScript code with chrome privileges via vectors involving SVG hash navigation.",7.5,10.0,6.4,CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1144988
CVE-2015-0816,"Mozilla Firefox before 37.0, Firefox ESR 31.x before 31.6, and Thunderbird before 31.6 do not properly restrict resource: URLs, which makes it easier for remote attackers to execute arbitrary JavaScript code with chrome privileges by leveraging the ability to bypass the Same Origin Policy, as demonstrated by the resource: URL associated with PDF.js.",5.0,10.0,2.9,[email protected],https://bugzilla.mozilla.org/show_bug.cgi?id=1144991
CVE-2015-0817,"The asm.js implementation in Mozilla Firefox before 36.0.3, Firefox ESR 31.x before 31.5.2, and SeaMonkey before 2.33.1 does not properly determine the cases in which bounds checking may be safely skipped during JIT compilation and heap access, which allows remote attackers to read or write to unintended memory locations, and consequently execute arbitrary code, via crafted JavaScript.",6.8,8.6,6.4,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1145255
CVE-2015-0801,"Mozilla Firefox before 37.0, Firefox ESR 31.x before 31.6, and Thunderbird before 31.6 allow remote attackers to bypass the Same Origin Policy and execute arbitrary JavaScript code with chrome privileges via vectors involving anchor navigation, a similar issue to CVE-2015-0818.",7.5,10.0,6.4,CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1146339
CVE-2015-2718,The WebChannel.jsm module in Mozilla Firefox before 38.0 allows remote attackers to bypass the Same Origin Policy and obtain sensitive webchannel-response data via a crafted web site containing an IFRAME element referencing a different web site that is intended to read this data.,4.3,8.6,2.9,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1146724
CVE-2015-2741,"Mozilla Firefox before 39.0, Firefox ESR 38.x before 38.1, and Thunderbird before 38.1 do not enforce key pinning upon encountering an X.509 certificate problem that generates a user dialog, which allows user-assisted man-in-the-middle attackers to bypass intended access restrictions by triggering a (1) expired certificate or (2) mismatched hostname for a domain with pinning enabled.",4.3,8.6,2.9,CWE-310,https://bugzilla.mozilla.org/show_bug.cgi?id=1147497
CVE-2015-0799,The HTTP Alternative Services feature in Mozilla Firefox before 37.0.1 allows man-in-the-middle attackers to bypass an intended X.509 certificate-verification step for an SSL server by specifying that server in the uri-host field of an Alt-Svc HTTP/2 response header.,4.3,8.6,2.9,CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1148328
CVE-2015-4483,Mozilla Firefox before 40.0 allows man-in-the-middle attackers to bypass a mixed-content protection mechanism via a feed: URL in a POST request.,4.3,8.6,2.9,CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1148732
CVE-2015-7185,"Mozilla Firefox before 42.0 on Android does not ensure that the address bar is restored upon fullscreen-mode exit, which allows remote attackers to spoof the address bar via crafted JavaScript code.",4.3,8.6,2.9,CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1149000
CVE-2015-2710,"Heap-based buffer overflow in the SVGTextFrame class in Mozilla Firefox before 38.0, Firefox ESR 31.x before 31.7, and Thunderbird before 31.7 allows remote attackers to execute arbitrary code via crafted SVG graphics data in conjunction with a crafted Cascading Style Sheets (CSS) token sequence.",6.8,8.6,6.4,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1149542
CVE-2015-4496,"Multiple integer overflows in libstagefright in Mozilla Firefox before 38.0 allow remote attackers to execute arbitrary code via crafted sample metadata in an MPEG-4 video file, a related issue to CVE-2015-1538.",9.3,8.6,10.0,CWE-189,https://bugzilla.mozilla.org/show_bug.cgi?id=1149605
CVE-2015-2731,"Use-after-free vulnerability in the CSPService::ShouldLoad function in the microtask implementation in Mozilla Firefox before 39.0, Firefox ESR 38.x before 38.1, and Thunderbird before 38.1 allows remote attackers to execute arbitrary code by leveraging client-side JavaScript that triggers removal of a DOM object on the basis of a Content Policy.",10.0,10.0,10.0,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1149891
CVE-2015-2712,"The asm.js implementation in Mozilla Firefox before 38.0 does not properly determine heap lengths during identification of cases in which bounds checking may be safely skipped, which allows remote attackers to trigger out-of-bounds write operations and possibly execute arbitrary code, or trigger out-of-bounds read operations and possibly obtain sensitive information from process memory, via crafted JavaScript.",7.5,10.0,6.4,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1152280
CVE-2015-2713,"Use-after-free vulnerability in the SetBreaks function in Mozilla Firefox before 38.0, Firefox ESR 31.x before 31.7, and Thunderbird before 31.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via a document containing crafted text in conjunction with a Cascading Style Sheets (CSS) token sequence containing properties related to vertical text.",6.8,8.6,6.4,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1153478
CVE-2015-2717,Integer overflow in libstagefright in Mozilla Firefox before 38.0 allows remote attackers to execute arbitrary code or cause a denial of service (heap-based buffer overflow and out-of-bounds read) via an MP4 video file containing invalid metadata.,6.8,8.6,6.4,CWE-189,https://bugzilla.mozilla.org/show_bug.cgi?id=1154683
CVE-2015-7215,"The importScripts function in the Web Workers API implementation in Mozilla Firefox before 43.0 allows remote attackers to bypass the Same Origin Policy by triggering use of the no-cors mode in the fetch API to attempt resource access that throws an exception, leading to information disclosure after a rethrow.",5.0,10.0,2.9,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1160890
CVE-2015-4476,"Mozilla Firefox before 41.0 on Android allows user-assisted remote attackers to spoof address-bar attributes by leveraging lack of navigation after a paste of a URL with a nonstandard scheme, as demonstrated by spoofing an SSL attribute.",4.3,8.6,2.9,CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1162372
CVE-2015-2743,"PDF.js in Mozilla Firefox before 39.0 and Firefox ESR 31.x before 31.8 and 38.x before 38.1 enables excessive privileges for internal Workers, which might allow remote attackers to execute arbitrary code by leveraging a Same Origin Policy bypass.",7.5,10.0,6.4,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1163109
CVE-2015-2727,Mozilla Firefox 38.0 and Firefox ESR 38.0 allow user-assisted remote attackers to read arbitrary files or execute arbitrary JavaScript code with chrome privileges via a crafted web site that is accessed with unspecified mouse and keyboard actions.  NOTE: this vulnerability exists because of a CVE-2015-0821 regression.,6.8,8.6,6.4,CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1163422
CVE-2015-4497,Use-after-free vulnerability in the CanvasRenderingContext2D implementation in Mozilla Firefox before 40.0.3 and Firefox ESR 38.x before 38.2.1 allows remote attackers to execute arbitrary code by leveraging improper interaction between resize events and changes to Cascading Style Sheets (CSS) token sequences for a CANVAS element.,10.0,10.0,10.0,N/A,"https://bugzilla.mozilla.org/show_bug.cgi?id=1164766
https://bugzilla.mozilla.org/show_bug.cgi?id=1175278"
CVE-2015-2734,"The CairoTextureClientD3D9::BorrowDrawTarget function in the Direct3D 9 implementation in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 reads data from uninitialized memory locations, which has unspecified impact and attack vectors.",10.0,10.0,10.0,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1166082
CVE-2015-2735,"nsZipArchive.cpp in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 accesses unintended memory locations, which allows remote attackers to have an unspecified impact via a crafted ZIP archive.",9.3,8.6,10.0,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1166900
CVE-2015-2722,Use-after-free vulnerability in the CanonicalizeXPCOMParticipant function in Mozilla Firefox before 39.0 and Firefox ESR 31.x before 31.8 and 38.x before 38.1 allows remote attackers to execute arbitrary code via vectors involving attachment of an XMLHttpRequest object to a shared worker.,10.0,10.0,10.0,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1166924
CVE-2015-2737,"The rx::d3d11::SetBufferData function in the Direct3D 11 implementation in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 reads data from uninitialized memory locations, which has unspecified impact and attack vectors.",10.0,10.0,10.0,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1167332
CVE-2015-2738,"The YCbCrImageDataDeserializer::ToDataSourceSurface function in the YCbCr implementation in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 reads data from uninitialized memory locations, which has unspecified impact and attack vectors.",10.0,10.0,10.0,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1167356
CVE-2015-2736,"The nsZipArchive::BuildFileList function in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 accesses unintended memory locations, which allows remote attackers to have an unspecified impact via a crafted ZIP archive.",9.3,8.6,10.0,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1167888
CVE-2015-4517,NetworkUtils.cpp in Mozilla Firefox before 41.0 and Firefox ESR 38.x before 38.3 might allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly have unspecified other impact via unknown vectors.,7.5,10.0,6.4,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1168959
CVE-2015-2733,Use-after-free vulnerability in the CanonicalizeXPCOMParticipant function in Mozilla Firefox before 39.0 and Firefox ESR 31.x before 31.8 and 38.x before 38.1 allows remote attackers to execute arbitrary code via vectors involving attachment of an XMLHttpRequest object to a dedicated worker.,10.0,10.0,10.0,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1169867
CVE-2015-4521,The ConvertDialogOptions function in Mozilla Firefox before 41.0 and Firefox ESR 38.x before 38.3 might allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly have unspecified other impact via unknown vectors.,7.5,10.0,6.4,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1170246
CVE-2015-4512,"gfx/2d/DataSurfaceHelpers.cpp in Mozilla Firefox before 41.0 on Linux improperly attempts to use the Cairo library with 32-bit color-depth surface creation followed by 16-bit color-depth surface display, which allows remote attackers to obtain sensitive information from process memory or cause a denial of service (out-of-bounds read) by using a CANVAS element to trigger 2D rendering.",6.4,10.0,4.9,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1170390
